Description,Route,Province,CityCode,Municipality,BarangayCode,Barangay,BookNo
Street Lights,1716,Tarlac,17,Victoria,16,San Vicente,10
Street Lights,1727,Tarlac,17,Victoria,27,Sta. Barbara Municipal,10
Street Lights,1746,Tarlac,17,Victoria,46,Sta. Lucia Municipal,10
,1310,Nueva Ecija,13,Nampicuan,10,Ambassador Alzate Village,3-B
,1308,Nueva Ecija,13,Nampicuan,8,Cabaducan East (Poblacion),2-B
,1308,Nueva Ecija,13,Nampicuan,8,Cabaducan West (Poblacion),2-B
,1306,Nueva Ecija,13,Nampicuan,6,Cabawangan,6
,1301,Nueva Ecija,13,Nampicuan,1,East Central Poblacion,1
,1314,Nueva Ecija,13,Nampicuan,14,Edy,11
,1312,Nueva Ecija,13,Nampicuan,12,Maeling,9
,1307,Nueva Ecija,13,Nampicuan,7,Mayantoc,7
,1313,Nueva Ecija,13,Nampicuan,13,Medico,10
,1311,Nueva Ecija,13,Nampicuan,11,Monic,8
,1301,Nueva Ecija,13,Nampicuan,1,Northwest Poblacion,1
,1304,Nueva Ecija,13,Nampicuan,4,Estacion,4
,1305,Nueva Ecija,13,Nampicuan,5,Recuerdo,5
,1301,Nueva Ecija,13,Nampicuan,1,Southwest Poblacion,1
,1458,Nueva Ecija,14,Cuyapo,58,Baloy,46
,1428,Nueva Ecija,14,Cuyapo,28,Bambanaba,21
,1414,Nueva Ecija,14,Cuyapo,14,Bantug,9
,1423,Nueva Ecija,14,Cuyapo,23,Bentigan,17
,1406,Nueva Ecija,14,Cuyapo,6,Bibiclat,4-B
,1416,Nueva Ecija,14,Cuyapo,16,Bonifacio,10-B
,1445,Nueva Ecija,14,Cuyapo,45,Bonifacio,34-A
,1453,Nueva Ecija,14,Cuyapo,53,Bonifacio,34-B
,1414,Nueva Ecija,14,Cuyapo,14,Bulala,9
,1407,Nueva Ecija,14,Cuyapo,7,Burgos,4-A
,1406,Nueva Ecija,14,Cuyapo,6,Burgos,4-B
,1456,Nueva Ecija,14,Cuyapo,56,Cabatuan,44
,1402,Nueva Ecija,14,Cuyapo,2,Cabileo,1-B
,1434,Nueva Ecija,14,Cuyapo,34,Cacapasan,28
,1426,Nueva Ecija,14,Cuyapo,26,Calancuasan Norte,20
,1424,Nueva Ecija,14,Cuyapo,24,Calancuasan Sur,18-A
,1442,Nueva Ecija,14,Cuyapo,42,Calancuasan Sur,18-B
,1452,Nueva Ecija,14,Cuyapo,52,Colosboa,41
,1409,Nueva Ecija,14,Cuyapo,9,Curva,5
,1446,Nueva Ecija,14,Cuyapo,46,Landig,13-B
,1447,Nueva Ecija,14,Cuyapo,47,Latap,12-B
,1435,Nueva Ecija,14,Cuyapo,35,Loob,29
,1430,Nueva Ecija,14,Cuyapo,30,Luna,24
,1433,Nueva Ecija,14,Cuyapo,33,Malbeg-Patalan,27
,1410,Nueva Ecija,14,Cuyapo,10,Malineng,6
,1409,Nueva Ecija,14,Cuyapo,9,Matindeg,5
,1443,Nueva Ecija,14,Cuyapo,43,Maycaban,33
,1431,Nueva Ecija,14,Cuyapo,31,Maycaban,25
,1454,Nueva Ecija,14,Cuyapo,54,Nagcuralan,42
,1405,Nueva Ecija,14,Cuyapo,5,Nagmisahan,3-A
,1459,Nueva Ecija,14,Cuyapo,59,Paitan Norte,47
,1450,Nueva Ecija,14,Cuyapo,50,Paitan Sur,39
,1411,Nueva Ecija,14,Cuyapo,11,Pugo,7-A
,1441,Nueva Ecija,14,Cuyapo,41,Rizal,36
,1441,Nueva Ecija,14,Cuyapo,41,Rizal,36
,1444,Nueva Ecija,14,Cuyapo,44,Sabit,23-B
,1429,Nueva Ecija,14,Cuyapo,29,Sabit,23-A
,1432,Nueva Ecija,14,Cuyapo,32,Salagusog,26
,1401,Nueva Ecija,14,Cuyapo,1,San Antonio (Butao),1-A
,1403,Nueva Ecija,14,Cuyapo,3,San Antonio (Butao),2-A
,1404,Nueva Ecija,14,Cuyapo,4,San Antonio (Butao),2-B
,1411,Nueva Ecija,14,Cuyapo,11,San Jose,7-B
,1455,Nueva Ecija,14,Cuyapo,55,San Juan,43
,1401,Nueva Ecija,14,Cuyapo,1,Santa Clara,1-A
,1449,Nueva Ecija,14,Cuyapo,49,Santa Cruz,38
,1451,Nueva Ecija,14,Cuyapo,51,Simimbaan,40
,1404,Nueva Ecija,14,Cuyapo,4,Tagtagumbao,2-B
,1436,Nueva Ecija,14,Cuyapo,36,Tutuloy,30
Street Lights,3002,Tarlac,30,Cuyapo,2,Cuyapo Municipal,47
